EDAD,GENERO,CARRERA,EDAD_ELECCION_CARRERA,ID_CARRERA,CARRERA_LO_QREALM_QUERIAS,APASIONA_TUCARRERA,OPORT_LABORALES,FERIAS_EXPO,REC_FINANCIEROS,PASE_AUTOMATICO,PROM_CALIF_MIN,DIST_ALA_UNIV,PRESTIG_TITULO,SALARIO_PROM,TIPOS_ESPACIOS,HABILIDAD1,HABILIDAD2,HABILIDAD3,HABILIDAD4,HABILIDAD5,CALIF_HABIL1,CALIF_HABIL2,CALIF_HABIL3,CALIF_HABIL4,CALIF_HABIL5,ELECC_CARRERA,ESPACIOS_ID,HABILIDAD1_ID,HABILIDAD2_ID,HABILIDAD3_ID,HABILIDAD4_ID,HABILIDAD5_ID,MATERIA1,MATERIA2,MATERIA3,MATERIA4,MATERIA5,CALIFM1,CALIFM2,CALIFM3,CALIFM4,CALIFM5,INFLU_MEDIATICA,CARR_PROF_PADRES,MATERIA1_ID,MATERIA2_ID,MATERIA3_ID,MATERIA4_ID,MATERIA5_ID
23,MUJER,ACTUARIA,15,19,5,5,5,5,5,1,1,1,1,1,CAMPO,ANALISIS,RESOLUCION DE PROBLEMAS,TRABAJO EN EQUIPO,PERSISTENCIA,NOINFO,9.0,8.0,10.0,10.0,0.0,PERSONAL,1,1,23,8,81,1,MATEMATICAS, TEMAS SELECTOS DE MATEMATICAS,NOINFO,NOINFO,NOINFO,9.0,9.0,0.0,0.0,0.0,NINGUNO,S/CARRERA,1,13,1,2,1
21,HOMBRE,INGENIERIA EN COMPUTACION,11,0,5,5,5,1,1,1,1,1,1,4,CAMPO,ANALISIS,TOMA DE DECISIONES,LOGICA,NOINFO,NOINFO,7.0,8.0,6.0,0.0,0.0,PERSONAL,1,1,20,5,0,1,INFORMATICA,NOINFO,NOINFO,NOINFO,NOINFO,8.0,0.0,0.0,0.0,0.0,NINGUNO,MISMA,8,4,1,2,1
20,MUJER,INGENIERIA EN TELECOMUNICACIONES,15,9,4,5,5,5,2,5,5,5,5,3,CAMPO,INGENIO,HABILIDAD NUMERICA,CREATIVIDAD,MEMORIA,RESPONSABILIDAD,8.0,8.0,9.0,8.0,10.0,PERSONAL,1,13,92,4,30,30,MATEMATICAS,FISICA,NOINFO,NOINFO,NOINFO,9.0,9.0,0.0,0.0,0.0,NINGUNO,DIFERENTE,1,2,1,2,1
20,MUJER,INGENIERIA EN COMPUTACION,13,0,5,5,4,5,5,5,5,3,1,3,OTROS,CALCULO,FISICA,PROGRAMACION,ALGEBRA Y ESTRUCTURAS DE DATOS,NOINFO,9.0,10.0,9.0,9.0,9.0,PERSONAL,3,80,34,26,121,1,CIBERNETICA,CALCULO,FISICA, MATEMATICAS Y QUIMICA,NOINFO,10.0,9.0,10.0,10.0,7.0,NINGUNO,DIFERENTE,6,3,0,75,1
26,HOMBRE,INGENIERIA EN COMPUTACION,22,0,2,4,4,1,1,1,1,1,4,4,CAMPO,LOGICA,CREATIVIDAD,DISENO,PACIENCIA,RAZONAMIENTO,4.0,4.0,4.0,5.0,5.0,PERSONAL,1,26,2,17,15,11,MATEMATICAS,FISICA,INGLES, ETICA, ECONOMIA,9.0,9.0,10.0,9.0,8.0,WEB / REDES SOC,S/CARRERA,1,2,16,17,22
22,HOMBRE,INGENIERIA EN COMPUTACION,18,0,5,5,5,4,4,5,5,5,1,1,OTROS,LOGICA,HABILIDAD MENTAL,RAZONAMIENTO,HABILIDAD MATEMATICA,INTELIGENCIA,9.0,9.0,8.0,10.0,9.0,PERSONAL,3,26,32,21,12,74,MATEMATICAS,FISICA,DIBUJO,INFORMATICA,ROBOTICA,10.0,10.0,10.0,10.0,10.0,WEB / REDES SOC,DIFERENTE,1,2,11,9,51
21,HOMBRE,INGENIERIA EN COMPUTACION,18,0,4,5,5,5,1,1,1,1,1,1,CAMPO,LOGICA,MATEMATICA,ALGORITMICA,ABSTRACCION,RAZONAMIENTO,2.0,2.0,2.0,2.0,2.0,PERSONAL,1,26,10,85,19,11,MATEMATICAS,LOGICA, MATES AVANZADAS, RAZONAMIENTO MATEMATICO E INFORMATICA,NOINFO,9.0,8.0,9.0,9.0,10.0,WEB / REDES SOC,DIFERENTE,1,5,49,61,1
22,HOMBRE,INGENIERIA EN COMPUTACION,17,0,4,2,5,1,1,5,5,1,1,5,CAMPO,LOGICA,MATEMATICA,COMPANERISMO,ABSTRACCION,INTERPRETACION,3.0,3.0,3.0,3.0,3.0,PERSONAL,1,26,10,54,19,29,COMPUTACION,MATEMATICAS,FISICA,FILOSOFIA, REDACCION,10.0,8.0,9.0,10.0,10.0,WEB / REDES SOC,DIFERENTE,4,1,0,0,17
19,MUJER,INGENIERIA MECANICA,18,7,5,5,1,5,1,5,5,1,1,1,EXTRANJERO,NOINFO,NOINFO,NOINFO,NOINFO,NOINFO,0.0,0.0,0.0,0.0,0.0,PERSONAL,2,4,3,1,0,1,MATEMATICAS,INGLES,FISICA,ALGEBRA,NOINFO,10.0,8.0,7.0,10.0,0.0,NINGUNO,S/CARRERA,1,14,0,5,1
31,HOMBRE,ANTROPOLOGIA SOCIAL,22,12,5,4,5,1,1,1,1,1,1,1,EXTRANJERO,CAPACIDAD DE ANALISIS,TRABAJO EN EQUIPO,CREACION DE PROYECTOS,RESOLUCION DE PROBLEMAS,NOINFO,9.0,7.0,8.0,9.0,8.0,PERSONAL,2,40,19,106,14,1,SOCIOLOGIA, ANTROPOLOGIA, ESTADISTICA, RECURSOS HUMANOS Y METODOLOGIA DE INVESTIGACION,NOINFO,7.0,8.0,8.0,9.0,10.0,TV/MEDIOS IMPRESOS,S/CARRERA,30,47,10,58,1
25,HOMBRE,INGENIERIA ELECTRICA ELECTRONICA,18,2,4,4,2,5,5,2,4,5,4,4,CAMPO,COMUNICACION,PERSEVERANCIA,ORGANIZACION,TRABAJO BAJO PRESION,NOINFO,6.0,9.0,8.0,7.0,8.0,PERSONAL,1,29,83,13,23,1,FISICA III, FISICA IV,GEOMETRIA ANALITICA, CALCULO DIFERENCIAL E INTEGRAL, INFORMATICA APLICADA A LA CIENCIA E INDUSTRIA,10.0,6.0,7.0,8.0,10.0,TV/MEDIOS IMPRESOS,S/CARRERA,46,33,31,29,40
23,MUJER,CIENCIAS DE LA COMUNICACION,18,35,2,2,2,5,5,5,5,5,1,1,OFICINAS,BUENA ORTOGRAFIA, CONOCIMIENTOS DE DIVERSAS AREAS DE LA INGENIERIA,CAPACIDAD DE SINTESIS,RAPIDEZ MENTAL,HABILIDAD PARA RESOLVER PROBLEMAS,9.0,9.0,10.0,9.0,9.0,PERSONAL,0,36,58,57,111,14,LITERATURA, DERECHO, INTO A LAS CIENCIAS SOCIALES, SOCIOLOGIA,LENGUA ESPANOLA,10.0,10.0,9.0,9.0,10.0,WEB / REDES SOC,S/CARRERA,17,0,33,51,20
24,MUJER,TRABAJO SOCIAL,17,23,4,5,1,1,1,1,1,1,1,1,EXTRANJERO,OBSERVACION,EMPATIA,COMPROMISO,ASERTIVIDAD,INTERES,10.0,10.0,10.0,9.0,10.0,PERSONAL,2,56,14,37,75,83,PSICOLOGIA, LECTURA,INGLES, ESTADISTICA,DERECHO,10.0,8.0,8.0,8.0,10.0,NINGUNO,S/CARRERA,0,40,16,18,9
22,HOMBRE,ADMINISTRACION,17,11,1,1,5,1,5,5,5,5,5,5,CAMPO,PLANEACION,LIDERAZGO,CREATIVIDAD,COMUNICACION Y ORGANIZACION,NOINFO,9.0,9.0,9.0,9.0,9.0,PERSONAL,1,61,0,4,51,1,PSICOLOGIA,MATEMATICAS, LOGICA, TEATRO,NOINFO,10.0,9.0,10.0,10.0,9.0,NINGUNO,SIMILAR,0,1,5,36,1
23,MUJER,DISENO Y COMUNICACION VISUAL,18,8,5,5,4,5,1,1,1,1,1,4,OFICINAS,DIBUJO,CREATIVIDAD,PACIENCIA,PRACTICA,DISCIPLINA,5.0,8.0,9.0,8.0,7.0,PERSONAL,0,34,2,16,25,10,GEOMETRIA,DIBUJO, LITERATURA,MATEMATICAS, HISTORIA,8.0,9.0,9.0,9.0,9.0,TV/MEDIOS IMPRESOS,DIFERENTE,12,15,19,6,24
24,MUJER,DISENO Y COMUNICACION VISUAL,13,8,5,5,5,1,1,1,1,1,1,2,OFICINAS,DIBUJO,CREATIVIDAD,CONCEPTUALIZACION,PRACTICA,NOINFO,9.0,8.0,9.0,9.0,7.0,PERSONAL,0,34,2,74,25,1,GEOMETRIA, LLEVE MATERIAS DE CARRERA TECNICA ASI QUE TAMBIEN ME AYUDARON MATEMATICAS,NOINFO,NOINFO,NOINFO,7.0,9.0,9.0,9.0,7.0,TV/MEDIOS IMPRESOS,DIFERENTE,12,57,1,2,1
22,HOMBRE,INGENIERIA ELECTRICA ELECTRONICA,18,2,4,4,5,1,1,5,5,5,1,1,EXTRANJERO,INGENIO,INTELIGENCIA,RAZONAMIENTO,ANALISIS,PLANEACION,7.0,7.0,6.0,7.0,7.0,PERSONAL,2,13,78,21,11,47,FISICA, FISICA II,CALCULO,QUIMICA, QUIMICA II,7.0,8.0,7.0,8.0,8.0,NINGUNO,S/CARRERA,3,42,7,7,59
18,MUJER,FISIOTERAPIA,17,22,4,5,5,1,5,1,5,5,1,1,OTROS,NOINFO,NOINFO,NOINFO,NOINFO,NOINFO,10.0,10.0,9.0,0.0,9.0,PERSONAL,3,4,3,1,0,1,BIOLOGIA,QUIMICA, BIOQUIMICA, SALUD, LECTURA,10.0,9.0,10.0,10.0,9.0,WEB / REDES SOC,DIFERENTE,20,8,51,26,53
22,HOMBRE,INGENIERIA EN COMPUTACION,17,0,5,5,4,5,1,1,1,1,4,3,CAMPO,CAPACIDAD DE ANALISIS,PENSAMIENTO LOGICO,RESOLUCION DE PROBLEMAS,CREATIVIDAD,TRABAJO BAJO PRESION,8.0,9.0,9.0,8.0,10.0,PERSONAL,1,40,6,2,5,38,CALCULO,CIBERNETICA,FISICA,INGLES,FILOSOFIA,7.0,10.0,9.0,10.0,10.0,NINGUNO,DIFERENTE,2,9,0,4,11
22,HOMBRE,INGENIERIA EN TELECOMUNICACIONES,17,9,4,4,5,5,1,1,5,5,4,4,EXTRANJERO,CAPACIDAD DE ANALISIS,ABSTRACTO,CREATIVIDAD,PLANEACION,CAPACIDAD DE RESOLVER PROBLEMAS,9.0,9.0,9.0,8.0,9.0,PERSONAL,2,40,36,4,6,36,CALCULO, ALGEBRA, GEOMETRIA,FISICA,QUIMICA,9.0,8.0,8.0,9.0,9.0,NINGUNO,DIFERENTE,2,16,3,3,8
22,MUJER,QFB,17,28,4,5,5,5,3,1,1,1,1,1,OFICINAS,ANALITICO,DEDICACION,PENSAMIENTO CRITICO,HABILIDAD MATEMATICA,CREATIVIDAD,10.0,7.0,9.0,8.0,8.0,PERSONAL,0,17,9,6,12,4,QUIMICA,FISICA, BIOLOGIA,MATEMATICAS, TEMAS SELECTOS DE MORFOFISIOLOGIA,10.0,10.0,8.0,8.0,10.0,NINGUNO,DIFERENTE,9,2,27,6,63
22,HOMBRE,ING.MATEMATICA,17,31,5,5,5,2,5,1,1,1,4,5,CAMPO,MANEJO DE INFORMACION,ANALISIS,CRITERIO,SABER TOMAR DECISIONES,PENSAMIENTO LOGICO,8.0,8.0,9.0,9.0,8.0,PERSONAL,1,52,7,25,116,28,ALGEBRA, ORIENTACION JUVENIL,CALCULO,PROBABILIDAD,ESTADISTICA,8.0,10.0,9.0,9.0,9.0,WEB / REDES SOC,S/CARRERA,5,41,7,13,15
35,MUJER,MEDICINA,18,10,5,5,1,1,1,1,1,1,1,1,OFICINAS,CAPACIDAD DE ANALISIS,TOLERANCIA A LA FRUSTRACION,EMPATIA,NOINFO,NOINFO,10.0,8.0,10.0,0.0,0.0,PERSONAL,0,40,55,19,0,1,QUIMICA, BIOLOGIA,FISICA,NOINFO,NOINFO,10.0,9.0,8.0,0.0,0.0,NINGUNO,S/CARRERA,9,20,0,2,1
23,HOMBRE,INGENIERIA EN COMPUTACION,18,0,5,5,5,4,5,2,4,1,5,5,CAMPO,RESPONSABILIDAD,TOMA DE DECISIONES,PENSAMIENTO ABSTRACTO,VISION DEL ENTORNO,NOINFO,9.0,9.0,8.0,9.0,1.0,PERSONAL,1,16,20,110,94,1,CALCULO, ALGEBRA,INFORMATICA,FISICA,NOINFO,8.0,8.0,10.0,7.0,8.0,WEB / REDES SOC,S/CARRERA,2,16,12,3,1
38,HOMBRE,INGENIERIA EN COMPUTACION,20,0,3,4,4,2,3,4,4,3,3,2,CAMPO,MANEJO DE INFORMACION,PROGRAMACION,TRABAJO BAJO PRESION,TRABAJO EN EQUIPO Y CONSTANTE ACTUALIZACION DE CONOCIMIENTOS,NOINFO,3.0,3.0,3.0,4.0,3.0,PERSONAL,1,52,15,15,117,1,CALCULO,QUIMICA,FISICA, PROBABILIDAD Y ESTADISTICA,NOINFO,4.0,4.0,5.0,4.0,4.0,NINGUNO,S/CARRERA,2,8,0,71,1
22,HOMBRE,DERECHO,19,15,5,5,4,4,5,4,4,3,2,4,CAMPO,CONOCIMIENTO,RESPONSABILIDAD,PERSISTENCIA,CAPACIDAD,TENACIDAD,8.0,8.0,8.0,10.0,9.0,PERSONAL,1,64,1,92,124,34,DERECHO,INGLES, LATIN, CIENCIA POLITICA, REDACCION,10.0,9.0,10.0,10.0,9.0,NINGUNO,S/CARRERA,25,14,47,33,17
22,HOMBRE,INGENIERIA EN COMPUTACION,18,0,5,5,5,5,5,5,5,5,5,5,CAMPO,RAZONAMIENTO,PENSAR,CREAR,ANALIZAR,IMPLEMENTAR,9.0,10.0,9.0,9.0,10.0,PERSONAL,1,9,50,81,39,89,ALGEBRA,LOGICA, GEOMETRIA, CALCULO, PROGRAMACION,10.0,10.0,10.0,10.0,10.0,TV/MEDIOS IMPRESOS,DIFERENTE,5,5,3,1,23
22,HOMBRE,INGENIERIA EN COMPUTACION,17,0,5,5,5,5,5,2,1,2,4,5,CAMPO,ABSTRACCION,NOINFO,NOINFO,NOINFO,NOINFO,8.0,8.0,10.0,10.0,10.0,PERSONAL,1,0,3,1,0,1,FISICA,NOINFO,NOINFO,NOINFO,NOINFO,8.0,10.0,9.0,0.0,0.0,NINGUNO,DIFERENTE,3,4,1,2,1
23,HOMBRE,INGENIERIA EN TELECOMUNICACIONES,17,9,4,4,4,1,1,4,1,1,1,4,EXTRANJERO,PROGRAMACION,TRABAJO BAJO PRESION,COMUNICACION,TRABAJO EN EQUIPO,RESOLUCION DE PROBLEMAS,6.0,9.0,8.0,9.0,9.0,PERSONAL,2,19,16,18,2,22,CALCULO,FISICA,QUIMICA,LOGICA, PROGRAMACION,8.0,9.0,9.0,9.0,8.0,NINGUNO,SIMILAR,2,2,2,10,23
23,HOMBRE,INGENIERIA EN COMPUTACION,12,0,5,5,5,3,2,5,5,1,5,2,CAMPO,RAZONAMIENTO,LOGICA,CREATIVIDAD,APRENDIZAJE,APTITUD NUMERICA,7.0,8.0,4.0,9.0,8.0,PERSONAL,1,9,5,4,72,67,CALCULO,FISICA, CIBERNETICA,LOGICA,NOINFO,10.0,7.0,10.0,9.0,0.0,NINGUNO,S/CARRERA,2,2,30,10,1
22,HOMBRE,INGENIERIA EN COMPUTACION,18,0,4,5,5,5,5,1,5,1,1,1,CAMPO,MATEMATICAS,RAZONAMIENTO,LIDERAZGO,TRABAJO EN EQUIPO,NOINFO,8.0,8.0,9.0,9.0,1.0,PERSONAL,1,5,12,12,2,1,ALGEBRA, INFORMATICA,CALCULO, GEOMETRIA,NOINFO,9.0,10.0,9.0,8.0,8.0,NINGUNO,S/CARRERA,5,6,7,15,1
22,MUJER,INGENIERIA QUIMICA,18,32,2,2,2,5,4,5,4,3,5,4,OTROS,MATEMATICAS,IMAGINACION,ABSTRACCION,NOINFO,NOINFO,5.0,7.0,7.0,0.0,0.0,PERSONAL,3,5,11,38,0,1,QUIMICA,ESTADISTICA,NOINFO,NOINFO,NOINFO,9.0,6.0,0.0,0.0,0.0,CARRERA DE MODA,S/CARRERA,9,12,1,2,1
22,HOMBRE,MATEMATICAS APLICADAS,20,25,5,5,5,4,5,1,1,1,5,5,CAMPO,MATEMATICA,NOINFO,NOINFO,NOINFO,NOINFO,10.0,10.0,10.0,10.0,10.0,PERSONAL,1,14,3,1,0,1,CALCULO, ALGEBRA,FISICA,QUIMICA,COMPUTACION,10.0,10.0,10.0,7.0,10.0,NINGUNO,S/CARRERA,2,16,0,7,2
22,MUJER,INGENIERIA EN COMPUTACION,17,0,5,5,4,5,3,5,5,1,4,3,CAMPO,DEDICACION,CREATIVIDAD,ANALISIS,PECIENCIA,DETERMINACION,9.0,9.0,9.0,8.0,9.0,PERSONAL,1,21,2,7,90,32,CALCULO,CIBERNETICA,FISICA,INGLES,MATEMATICAS,8.0,10.0,7.0,10.0,9.0,NINGUNO,DIFERENTE,2,9,0,4,5
23,MUJER,DERECHO,17,15,4,2,5,5,5,5,5,5,5,2,CAMPO,BUENA ORTOGRAFIA,METODOLOGIA,EXPRESION,SOCIABLE Y RESPETO,NOINFO,10.0,10.0,10.0,10.0,10.0,FAMILIARES,1,36,44,117,110,1,DERECHO, PSICOLOGIA, ETICA, ETIMOLOGIAS GRECOLATINAS E INGLES,NOINFO,10.0,10.0,10.0,10.0,8.0,NINGUNO,MISMA,25,30,23,65,1
20,HOMBRE,INGENIERIA MECATRONICA,12,4,5,5,4,1,2,1,5,2,1,2,OFICINAS,DEDICACION, CONOCIMIENTOS DE DIVERSAS AREAS DE LA INGENIERIA,PENSAMIENTO FLEXIBLE,PROGRAMACION,RESOLUCION DE PROBLEMAS,7.0,8.0,9.0,9.0,8.0,PERSONAL,0,21,58,116,8,22,CALCULO,FISICA,QUIMICA, ESTADISTICA, PROGRAMACION,10.0,9.0,9.0,10.0,10.0,TV/MEDIOS IMPRESOS,DIFERENTE,2,2,2,18,23
22,MUJER,INGENIERIA INDUSTRIAL,18,1,4,4,5,1,1,1,4,1,5,5,CAMPO,LIDERAZGO,ORGANIZACION,CREATIVIDAD,TRATO CON PERSONAS,IDIOMAS,7.0,8.0,9.0,10.0,10.0,PERSONAL,1,3,17,4,93,16,CALCULO,NOINFO,NOINFO,NOINFO,NOINFO,9.0,0.0,0.0,0.0,0.0,WEB / REDES SOC,DIFERENTE,2,4,1,2,1
23,HOMBRE,INGENIERIA MECATRONICA,18,4,2,3,5,5,5,3,5,5,5,5,CAMPO,ANALITICA,NOINFO,NOINFO,NOINFO,NOINFO,10.0,0.0,0.0,0.0,0.0,PERSONAL,1,66,3,1,0,1,NINGUNA,NOINFO,NOINFO,NOINFO,NOINFO,10.0,0.0,0.0,0.0,0.0,NINGUNO,DIFERENTE,13,4,1,2,1
23,HOMBRE,INGENIERIA EN COMPUTACION,17,0,2,5,5,1,2,5,1,1,2,5,CAMPO,PACIENCIA,DEDICACION,LOGICA,CAPACIDAD DE ANALISIS Y AUTODIDACTA,NOINFO,10.0,10.0,10.0,10.0,10.0,PERSONAL,1,10,9,5,27,1,CALCULO, ALGEBRA,FISICA, INFORMATICA Y PROGRAMACIONCOMPUTACION,NOINFO,9.0,9.0,9.0,9.0,9.0,NINGUNO,DIFERENTE,2,16,0,66,1
33,HOMBRE,MEDICINA,17,10,4,5,1,1,1,1,1,1,1,1,EXTRANJERO,LIDERAZGO,COMUNICACION,EMPATIA,DOCENCIA,DESTREZAS MANUALES PARA PROCEDIMIENTOS ESPECIFICOS,9.0,8.0,9.0,9.0,10.0,PERSONAL,2,3,72,19,44,96,QUIMICA, BIOLOGIA, CIENCIAS DE LA SALUD, FISICA Y ESTADISTICA,NOINFO,8.0,9.0,10.0,8.0,10.0,NINGUNO,S/CARRERA,9,20,18,76,1
24,HOMBRE,INGENIERIA EN COMPUTACION,15,0,4,4,5,1,1,5,5,1,5,1,EXTRANJERO,PROACTIVO,ANALITICO,TOLERANTE,AUTODIDACTA,ABSTRACCION,10.0,10.0,8.0,10.0,10.0,PERSONAL,2,27,24,91,107,15,NINGUNA, NINGUNA, NINGUNA, NINGUNA,COMPUTACION,10.0,10.0,10.0,10.0,10.0,NINGUNO,DIFERENTE,13,32,40,39,2
23,HOMBRE,INGENIERIA INDUSTRIAL,18,1,5,5,5,2,4,1,1,2,3,3,OFICINAS,ANALISIS,CREATIVIDAD,LIDERAZGO,COMPROMISO,NOINFO,9.0,10.0,8.0,10.0,0.0,PERSONAL,0,1,2,12,96,1,CALCULO,GEOMETRIA, ALGEBRA,NOINFO,NOINFO,9.0,10.0,9.0,0.0,0.0,NINGUNO,DIFERENTE,2,19,9,2,1
21,HOMBRE,INGENIERIA ELECTRICA ELECTRONICA,18,2,5,5,5,1,1,1,1,5,4,4,EXTRANJERO,ANALISIS,DISENO,CREATIVIDAD,ABSTRACCION,INTUICION,7.0,5.0,8.0,9.0,9.0,PERSONAL,2,1,65,4,19,78,ALGEBRA,CALCULO, LENGUAJE, GEOMETRIA,LOGICA,10.0,9.0,10.0,10.0,9.0,WEB / REDES SOC,SIMILAR,5,3,45,15,6
22,HOMBRE,INGENIERIA ELECTRICA ELECTRONICA,17,2,5,5,4,3,4,1,1,1,1,2,EXTRANJERO,DESTREZA,INGENIO,DISCIPLINA,CONSTANCIA,RESPONSABILIDAD,8.0,9.0,9.0,9.0,8.0,PERSONAL,2,30,8,10,13,30,ALGEBRA, CALCULO DIFERENCIAL,FISICA, CALCULO INTEGRAL, GEOMETRIA,9.0,10.0,10.0,10.0,9.0,NINGUNO,SIMILAR,5,11,0,57,7
24,HOMBRE,INGENIERIA EN COMPUTACION,16,0,5,5,5,1,1,1,1,3,4,4,CAMPO,ANALISIS,PRECISION,MATEMATICA,LOGICA,CREATIVIDAD,9.0,8.0,10.0,10.0,9.0,PERSONAL,1,1,46,22,1,4,CALCULO,ESTADISTICA, ELECTRICIDAD Y MAGNETISMO,FISICA,COMPUTACION,9.0,9.0,8.0,9.0,10.0,NINGUNO,S/CARRERA,2,12,37,3,2
22,MUJER,MEDICINA,18,10,5,5,1,5,3,5,5,3,3,1,EXTRANJERO,MEMORIA,EMPATIA,COMPRENSION,PERSEVERANCIA,DEDICACION,7.0,9.0,8.0,10.0,8.0,PERSONAL,2,67,14,23,32,25,QUIMICA, SALUD PUBLICA, MORFOLOGIA HUMANA,PSICOLOGIA,BIOLOGIA,10.0,10.0,8.0,10.0,9.0,NINGUNO,S/CARRERA,9,43,43,20,25
26,HOMBRE,INGENIERIA EN COMPUTACION,18,0,4,4,5,1,1,1,5,1,2,4,CAMPO,DOMINIO DEL IDIOMA INGLES,ANALITICO,PENSAMIENTO LOGICO,PROGRAMACION,EXPRESION,7.0,7.0,8.0,7.0,8.0,PERSONAL,1,33,24,45,8,19,CALCULO, BASES DE DATOS,NOINFO,NOINFO,NOINFO,9.0,10.0,0.0,0.0,0.0,NINGUNO,DIFERENTE,2,23,1,2,1
28,HOMBRE,INGENIERIA EN COMPUTACION,15,0,5,5,2,4,1,1,1,2,1,2,CAMPO,LOGICA,ATENCION A DETALLES,MANEJO DE CONCEPTOS ABSTRACTOS,RESOLUCION DE PROBLEMAS,NOINFO,10.0,10.0,10.0,10.0,10.0,PERSONAL,1,26,80,118,14,1,NINGUNA, NO TUVE MATERIAS AFIN,NOINFO,NOINFO,NOINFO,0.0,0.0,0.0,0.0,0.0,WEB / REDES SOC,S/CARRERA,13,35,1,2,1
18,HOMBRE,INGENIERIA PETROLERA,17,6,5,5,5,5,5,5,4,5,4,5,CAMPO,ANALIZAR,TRABAJO EN EQUIPO,RESOLVER PROBLEMAS,NEGOCIOS,HABLAR EN PUBLICO,8.0,9.0,8.0,8.0,9.0,PERSONAL,1,8,19,36,52,41,CALCULO,QUIMICA,FISICA, ESTADISTICA,NOINFO,9.0,8.0,9.0,10.0,0.0,TV/MEDIOS IMPRESOS,S/CARRERA,2,8,0,18,1
20,HOMBRE,INGENIERIA CIVIL ,17,3,4,4,5,5,5,5,5,5,5,5,CAMPO,NOINFO,NOINFO,NOINFO,NOINFO,NOINFO,9.0,6.0,7.0,0.0,0.0,PERSONAL,1,4,3,1,0,1,CALCULO,NOINFO,NOINFO,NOINFO,NOINFO,0.0,0.0,0.0,0.0,0.0,TV/MEDIOS IMPRESOS,S/CARRERA,2,4,1,2,1
21,HOMBRE,INGENIERIA MECANICA,17,7,2,4,5,1,4,5,1,2,4,4,EXTRANJERO,NOINFO,NOINFO,NOINFO,NOINFO,NOINFO,0.0,0.0,0.0,0.0,0.0,PERSONAL,2,4,3,1,0,1,CALCULO,FISICA, ESTADISTICAS,DIBUJO,INGLES,10.0,10.0,8.0,10.0,8.0,NINGUNO,S/CARRERA,2,2,38,11,0
22,HOMBRE,INGENIERIA EN TELECOMUNICACIONES,18,9,5,5,4,5,2,1,1,1,5,4,CAMPO,RESPONSABILIDAD,LIDERAZGO,NOINFO,NOINFO,NOINFO,4.0,3.0,0.0,0.0,0.0,PERSONAL,1,16,0,1,0,1,FISICA,MATEMATICAS,HISTORIA, SALUD,LITERATURA,10.0,10.0,8.0,9.0,8.0,NINGUNO,DIFERENTE,3,1,67,26,29
26,MUJER,INGENIERIA PETROLERA,18,6,5,4,5,5,5,2,5,5,5,5,EXTRANJERO,DISPOSICION,TIEMPO,NOINFO,NOINFO,NOINFO,8.0,8.0,0.0,0.0,0.0,PERSONAL,2,84,67,1,0,1,FISICA,NOINFO,NOINFO,NOINFO,NOINFO,9.0,0.0,0.0,0.0,0.0,NINGUNO,DIFERENTE,3,4,1,2,1
25,MUJER,ARQUITECTURA,20,14,5,5,5,1,5,1,5,1,5,1,EXTRANJERO,CREATIVIDAD,FACILIDAD DE TRABJO EN EQUIPO,DESTREZA,CALCULO,NOINFO,7.0,9.0,8.0,7.0,7.0,PERSONAL,2,2,4,95,36,1,DIBUJO, ARTES,CALCULO, GEOMETRIA,NOINFO,8.0,8.0,8.0,8.0,8.0,NINGUNO,S/CARRERA,11,39,7,15,1
23,HOMBRE,INGENIERIA EN COMPUTACION,19,0,4,4,4,2,2,1,2,1,4,4,CAMPO,ABSTRACCION,RESPONSABILIDAD,ANALISIS,ADMINISTRACION,NOINFO,8.0,8.0,8.0,8.0,8.0,PERSONAL,1,0,1,7,43,1,FISICA,QUIMICA,CALCULO, TEMAS SELECTOS DE MATEMATICAS Y COMPUTACION,NOINFO,9.0,9.0,9.0,9.0,9.0,WEB / REDES SOC,SIMILAR,3,8,7,23,1
22,MUJER,GEOLOGICA,17,39,5,4,5,5,5,5,5,1,4,1,OFICINAS,OBSERVACION,PACIENCIA,DISCIPLINA,CONDICION FISICA,FACILIDAD DE PALABRA,8.0,7.0,7.0,6.0,7.0,PERSONAL,0,56,13,10,40,90,FISICA,GEOGRAFIA,QUIMICA, BIOLOGIA,MATEMATICAS,9.0,8.0,10.0,9.0,10.0,NINGUNO,DIFERENTE,3,10,2,27,5
21,MUJER,INGENIERIA INDUSTRIAL,17,1,4,5,2,1,1,1,2,1,5,5,EXTRANJERO,COMPROMISO,NOINFO,NOINFO,NOINFO,NOINFO,3.0,3.0,3.0,3.0,3.0,PERSONAL,2,76,3,1,0,1,FISICA,NOINFO,NOINFO,NOINFO,NOINFO,4.0,4.0,4.0,4.0,4.0,NINGUNO,S/CARRERA,3,4,1,2,1
21,HOMBRE,INGENIERIA ELECTRICA ELECTRONICA,17,2,4,4,4,4,1,1,4,3,3,1,OFICINAS,CONSTANCIA,HABILIDAD MATEMATICA,VISION,PROGRAMACION,FISICA,5.0,6.0,8.0,7.0,6.0,PERSONAL,0,18,60,34,8,31,FISICA,MATEMATICAS,PROGRAMACION,QUIMICA,INGLES,8.0,8.0,10.0,9.0,8.0,NINGUNO,DIFERENTE,3,1,4,7,0
