EDAD,GENERO,CARRERA,EDAD_ELECCION_CARRERA,ID_CARRERA,CARRERA_LO_QREALM_QUERIAS,APASIONA_TUCARRERA,OPORT_LABORALES,FERIAS_EXPO,REC_FINANCIEROS,PASE_AUTOMATICO,PROM_CALIF_MIN,DIST_ALA_UNIV,PRESTIG_TITULO,SALARIO_PROM,TIPOS_ESPACIOS,HABILIDAD1,HABILIDAD2,HABILIDAD3,HABILIDAD4,HABILIDAD5,CALIF_HABIL1,CALIF_HABIL2,CALIF_HABIL3,CALIF_HABIL4,CALIF_HABIL5,ELECC_CARRERA,ESPACIOS_ID,HABILIDAD1_ID,HABILIDAD2_ID,HABILIDAD3_ID,HABILIDAD4_ID,HABILIDAD5_ID,MATERIA1,MATERIA2,MATERIA3,MATERIA4,MATERIA5,CALIFM1,CALIFM2,CALIFM3,CALIFM4,CALIFM5,INFLU_MEDIATICA,CARR_PROF_PADRES,MATERIA1_ID,MATERIA2_ID,MATERIA3_ID,MATERIA4_ID,MATERIA5_ID
23,HOMBRE,INGENIERIA EN COMPUTACION,16,0,4,4,5,5,2,1,5,2,4,4,CAMPO,TRABAJO EN EQUIPO,PACIENCIA,RESPONSABILIDAD,COMPRENSION,DEDICACION,10.0,8.0,8.0,10.0,6.0,PERSONAL,1,6,13,29,22,25,COMPUTACION,MATEMATICAS,NOINFO,NOINFO,NOINFO,10.0,10.0,0.0,0.0,0.0,WEB / REDES SOC,DIFERENTE,4,1,1,2,1
25,MUJER,INGENIERIA EN COMPUTACION,18,0,4,4,5,5,5,5,5,5,2,1,CAMPO,AUTOAPRENDIZAJE,NOINFO,NOINFO,NOINFO,NOINFO,7.0,0.0,0.0,0.0,0.0,PERSONAL,1,42,3,1,0,1,CALCULO,CIBERNETICA,NOINFO,NOINFO,NOINFO,8.0,10.0,0.0,0.0,0.0,CARRERA DE MODA,S/CARRERA,2,9,1,2,1
23,HOMBRE,INGENIERIA EN COMPUTACION,19,0,4,2,2,1,1,1,1,1,5,4,CAMPO,ANALISIS,CREATIVIDAD,TOMA DE DECISIONES,SER BILINGUE,LIDERAZGO,7.0,7.0,7.0,7.0,6.0,PERSONAL,1,1,2,42,113,5,MATEMATICAS,FISICA,NOINFO,NOINFO,NOINFO,8.0,8.0,0.0,0.0,0.0,NINGUNO,S/CARRERA,1,2,1,2,1
23,HOMBRE,INGENIERIA EN COMPUTACION,16,0,4,5,5,4,5,1,3,5,5,4,CAMPO,DESTREZA,ESTRATEGIA,RETENCION,CALCULO,CREATIVIDAD E IMAGINACION,9.0,8.0,8.0,9.0,8.0,PERSONAL,1,30,59,78,36,33,CALCULO,FISICA,PROGRAMACION,QUIMICA,ORTOGRAFIA,9.0,8.0,8.0,10.0,10.0,WEB / REDES SOC,DIFERENTE,2,2,4,7,56
20,MUJER,INGENIERIA EN COMPUTACION,13,0,5,5,5,5,4,1,1,1,4,1,CAMPO,TRABAJO EN EQUIPO,ANALISIS,RESOLUCION DE PROBLEMAS,LOGICA,NOINFO,7.0,8.0,8.0,8.0,0.0,PERSONAL,1,6,7,2,1,1,MATEMATICAS,COMPUTACION,FISICA,INGLES,NOINFO,9.0,10.0,8.0,9.0,0.0,NINGUNO,SIMILAR,1,26,0,4,1
22,MUJER,INGENIERIA EN COMPUTACION,19,0,3,4,1,1,4,5,4,2,3,1,CAMPO,DISCIPLINA,INNOVACION,LOGICA,INTELIGENCIA,CONOCIMIENTO,7.0,8.0,6.0,9.0,8.0,PERSONAL ,1,12,21,5,17,12,CALCULO,FISICA, ALGEBRA,NOINFO,NOINFO,10.0,9.0,10.0,0.0,0.0,TV/MEDIOS IMPRESOS,S/CARRERA,2,2,9,2,1
25,MUJER,INGENIERIA EN TELECOMUNICACIONES,18,9,2,2,5,5,5,5,5,1,4,4,OTROS,AUTOAPRENDIZAJE,SER BILINGUE,DEDICACION,NOINFO,NOINFO,8.0,9.0,8.0,0.0,0.0,PERSONAL,3,42,62,9,0,1,FISICA,PROGRAMACION,MATEMATICAS, CALCULO,NOINFO,6.0,8.0,7.0,8.0,0.0,NINGUNO,S/CARRERA,3,24,8,1,1
24,HOMBRE,INGENIERIA GEOFISICA,20,5,5,5,5,4,5,2,2,1,1,5,EXTRANJERO,LIDERAZGO,SER BILINGUE,NOINFO,NOINFO,NOINFO,7.0,6.0,0.0,0.0,0.0,PERSONAL,2,3,62,1,0,1,ALGEBRA,COMPUTO,GEOGRAFIA,QUIMICA,NOINFO,8.0,6.0,10.0,7.0,0.0,NINGUNO,SIMILAR,5,44,13,7,1
21,MUJER,INGENIERIA EN COMPUTACION,19,0,4,3,4,4,5,3,4,4,4,4,CAMPO,PROACTIVO,PACIENCIA,LOGICA,LIDERAZGO,EMPATIA,9.0,8.0,8.0,8.0,6.0,PERSONAL,1,27,13,5,20,35,CALCULO,CIBERNETICA,FISICA,NOINFO,NOINFO,6.0,9.0,8.0,0.0,0.0,NINGUNO,SIMILAR,2,9,0,2,1
22,MUJER,INGENIERIA EN COMPUTACION,17,0,4,5,2,5,2,5,5,4,2,2,OTROS,ADMINISTRACION,RAZONAMIENTO,ANALISIS,INTELIGENCIA,TRABAJO EN EQUIPO,7.0,7.0,9.0,10.0,7.0,PERSONAL,3,88,12,7,17,3,CALCULO,ESTADISTICA, ALGEBRA,PROGRAMACION,FISICA,9.0,7.0,6.0,6.0,0.0,NINGUNO,DIFERENTE,2,12,9,32,3
19,HOMBRE,INGENIERIA PETROLERA,17,6,3,3,4,1,5,1,1,1,5,5,EXTRANJERO,PERSEVERANCIA,EXTROVERTIDO,LIDERAZGO,IDIOMA,RADICAL,9.0,7.0,8.0,7.0,8.0,PERSONAL,2,44,18,12,59,24,CALCULO,QUIMICA,FISICA,GEOGRAFIA,INGLES,8.0,10.0,9.0,10.0,10.0,TV/MEDIOS IMPRESOS,S/CARRERA,2,8,0,45,0
18,HOMBRE,INGENIERIA PETROLERA,17,6,5,5,4,2,4,4,4,3,3,4,EXTRANJERO,LIDERAZGO,IDIOMA,OBJETIVO,INGENIOSO,RADICAL,8.0,9.0,8.0,8.0,7.0,PERSONAL,2,3,40,97,63,24,CALCULO,QUIMICA,FISICA,INGLES,NOINFO,8.0,6.0,9.0,10.0,0.0,NINGUNO,DIFERENTE,2,8,0,4,1
19,HOMBRE,INGENIERIA PETROLERA,17,6,5,5,4,4,5,1,1,5,5,4,CAMPO,IDIOMA,EXTROVERTIDO,SOCIABLE,RADICAL,NOINFO,9.0,9.0,9.0,9.0,9.0,PERSONAL,1,55,18,86,89,1,QUIMICA,CALCULO,FISICA,NOINFO,NOINFO,8.0,8.0,7.0,0.0,0.0,NINGUNO,S/CARRERA,9,3,0,2,1
20,HOMBRE,INGENIERIA CIVIL ,18,3,5,5,4,5,2,5,3,1,3,4,OTROS,IMAGINACION,LIDERAZGO,PENSAMIENTO MATEMATICO,ETICA,REDACTAR,8.0,8.0,9.0,9.0,9.0,PERSONAL,3,22,0,24,28,64,FISICA,MATEMATICAS,QUIMICA,NOINFO,NOINFO,6.0,8.0,7.0,0.0,0.0,NINGUNO,MISMA,3,1,2,2,1
19,HOMBRE,INGENIERIA PETROLERA,17,6,5,5,4,1,2,5,4,4,4,2,EXTRANJERO,LIDERAZGO,OBJETIVIDAD,INTELIGENCIA,ESFUERZO,IDIOMA,7.0,10.0,10.0,9.0,7.0,PERSONAL,2,3,45,14,87,42,CALCULO,INGLES,QUIMICA,FISICA,PSICOLOGIA,7.0,7.0,9.0,6.0,7.0,TV/MEDIOS IMPRESOS,DIFERENTE,2,14,2,3,19
19,HOMBRE,INGENIERIA CIVIL ,17,3,5,5,5,5,4,5,5,1,1,1,CAMPO,CREATIVIDAD,RESOLVER PROBLEMAS,NOINFO,NOINFO,NOINFO,7.0,7.0,0.0,0.0,0.0,PERSONAL,1,2,41,1,0,1,MATEMATICAS,DIBUJO,FISICA,NOINFO,NOINFO,8.0,8.0,9.0,0.0,0.0,WEB / REDES SOC,S/CARRERA,1,15,0,2,1
19,HOMBRE,INGENIERIA CIVIL ,15,3,2,3,3,2,4,4,4,5,4,3,EXTRANJERO,ANALISIS,CRITERIO,PENSAMIENTO MATEMATICO,LIDERAZGO,CREATIVIDAD,7.0,8.0,6.0,7.0,8.0,PERSONAL,2,1,49,24,20,4,ALGEBRA, CALCULO DIFERENCIAL,CALCULO INTEGRAL,PROBABILIDAD,INGLES,8.0,9.0,9.0,7.0,8.0,WEB / REDES SOC,DIFERENTE,5,11,65,13,0
20,MUJER,INGENIERIA CIVIL ,16,3,5,5,3,2,5,4,4,1,1,1,EXTRANJERO,LIDERAZGO,CREATIVIDAD,NOINFO,NOINFO,NOINFO,9.0,8.0,0.0,0.0,0.0,PERSONAL,2,3,2,1,0,1,FISICA,CALCULO,QUIMICA,NOINFO,NOINFO,9.0,10.0,8.0,0.0,0.0,WEB / REDES SOC,S/CARRERA,3,3,2,2,1
20,MUJER,INGENIERIA CIVIL ,17,3,4,4,5,5,5,4,5,3,1,1,EXTRANJERO,INNOVACION,LIDERAZGO,CREATIVIDAD,INICIATIVA,NOINFO,6.0,8.0,8.0,9.0,0.0,PERSONAL,2,53,0,4,58,1,FISICA,MATEMATICAS,DISENO,QUIMICA,NOINFO,8.0,9.0,10.0,10.0,0.0,NINGUNO,DIFERENTE,3,1,22,7,1
19,HOMBRE,INGENIERIA CIVIL ,17,3,5,5,5,5,5,4,3,3,3,4,EXTRANJERO,HABILIDAD MATEMATICA,LIDERAZGO,CREATIVIDAD,CAPACIDAD DE ANALISIS Y AUTODIDACTA,SOCIALES,8.0,9.0,8.0,8.0,8.0,PERSONAL,2,45,0,4,27,44,FISICA,MATEMATICAS,QUIMICA,DIBUJO,FISICOQUIMICA,9.0,9.0,8.0,10.0,9.0,NINGUNO,DIFERENTE,3,1,2,11,52
27,HOMBRE,INGENIERIA CIVIL ,18,3,4,5,4,1,2,1,1,2,3,2,EXTRANJERO,SENTIDO COMUN,RESPONSABILIDAD,COMUNICACION,FISICOMATEMATICAS,TRABAJO EN EQUIPO,9.0,8.0,9.0,9.0,8.0,PERSONAL,2,81,1,18,105,3,FISICA,MATEMATICAS,QUIMICA,ETICA PROFESIOANAL,ORIENTACION EDUCATIVA,9.0,9.0,8.0,10.0,10.0,NINGUNO,SIMILAR,3,1,2,70,33
55,HOMBRE,ARQUITECTURA,16,14,5,5,4,4,4,1,1,5,5,1,EXTRANJERO,ANALISIS,TOMA DE DECISIONES,PROGRAMACION,CONTROL,EFICIENCIA,9.0,9.0,8.0,9.0,9.0,PERSONAL,2,1,20,26,29,56,FISICA,MATEMATICAS,DIBUJO, BIOLOGIA,ETICA,8.0,8.0,10.0,8.0,9.0,NINGUNO,S/CARRERA,3,1,11,27,13
40,HOMBRE,INGENIERIA EN COMPUTACION,17,0,4,5,5,1,5,4,4,3,1,2,CAMPO,LOGICA,CREATIVIDAD,ABSTRACCION,NOINFO,NOINFO,8.0,9.0,8.0,0.0,0.0,PERSONAL,1,26,2,38,0,1,CALCULO,FISICA,ESTETICA,ADMINISTRACION,NOINFO,9.0,8.0,10.0,7.0,0.0,NINGUNO,DIFERENTE,2,2,28,14,1
29,MUJER,INFORMATICA,19,13,4,3,3,3,3,4,4,1,3,3,CAMPO,COMUNICACION,OBJETIVIDAD,PRAGMATICA,CREATIVIDAD,METICULOSA,6.0,7.0,7.0,8.0,8.0,PERSONAL,1,29,45,89,5,60,MATEMATICAS,NOINFO,NOINFO,NOINFO,NOINFO,8.0,0.0,0.0,0.0,0.0,NINGUNO,S/CARRERA,1,4,1,2,1
20,MUJER,ADMINISTRACION,18,11,4,4,5,5,5,1,5,5,5,4,CAMPO,LIDERAZGO,ANALISIS,TOMA DE DECISIONES,COMUNICACION,HABILIDAD MATEMATICA,9.0,9.0,8.0,9.0,6.0,PERSONAL,1,3,7,42,7,37,ADMINISTRACION, DERECHO, ESTADISTICA, HISTORIA UNIVERSAL,NOINFO,10.0,10.0,10.0,10.0,0.0,NINGUNO,SIMILAR,38,0,10,63,1
35,HOMBRE,INGENIERIA DE SOFTWARE,30,20,5,5,4,1,3,1,4,2,3,3,CAMPO,DESARROLLO,CREATIVIDAD,DISENO,ANALISIS,NOINFO,8.0,8.0,8.0,8.0,0.0,PERSONAL,1,62,2,17,11,1,COMPUTACION,MATEMATICAS,NOINFO,NOINFO,NOINFO,10.0,9.0,0.0,0.0,0.0,WEB / REDES SOC,DIFERENTE,4,1,1,2,1
25,HOMBRE,INGENIERIA EN COMPUTACION,17,0,5,4,5,1,5,5,5,5,4,4,CAMPO,ANALISIS,ACTITUD,EMPRENDIMIENTO,LIDERAZGO,PACIENCIA,9.0,10.0,8.0,8.0,9.0,PERSONAL,1,1,47,30,20,7,CIBERNETICA Y COMPUTACION,FISICA,CALCULO,QUIMICA,NOINFO,10.0,10.0,10.0,10.0,0.0,WEB / REDES SOC,S/CARRERA,45,2,7,7,1
22,HOMBRE,ADMINISTRACION,18,11,5,5,4,4,4,1,1,1,1,1,CAMPO,DINAMISMO,ANALISIS,COMPANERISMO,INFLUYENTE,FACILIDAD DE PALABRA,9.0,10.0,9.0,8.0,8.0,PERSONAL,1,69,7,54,73,90,ESTADISTICA,CONTABILIDAD Y ADMINISTRACION,GEOECONOMIA,INT AL ESTUDIO DE CIENCIAS SOCIALES,NOINFO,10.0,10.0,10.0,9.0,0.0,NINGUNO,DIFERENTE,15,64,54,30,1
21,HOMBRE,ADMINISTRACION,17,11,5,5,4,5,4,4,4,2,3,1,CAMPO,LIDERAZGO,NEGOCIACION,COMUNICACION,TOMA DE DECISIONES,ESTRATEGIA,9.0,8.0,10.0,9.0,10.0,PERSONAL,1,3,64,18,4,48,ADMINISTRACION,CONTABILIDAD,MATEMATICAS,DERECHO,ESTADISTICA,10.0,8.0,9.0,10.0,10.0,WEB / REDES SOC,DIFERENTE,38,28,8,16,15
33,HOMBRE,DISENO Y COMUNICACION VISUAL,16,8,2,1,2,1,2,5,5,4,1,2,CAMPO,CREATIVIDAD, CONOCIMIENTOS DE DIVERSAS AREAS DE LA INGENIERIA,CONSTANCIA,PERSEVERANCIA,NOINFO,6.0,5.0,5.0,4.0,0.0,PERSONAL,1,2,58,11,32,1,ESTETICA,DIBUJO,NOINFO,NOINFO,NOINFO,8.0,9.0,0.0,0.0,0.0,NINGUNO,DIFERENTE,44,15,1,2,1
21,MUJER,INGENIERIA INDUSTRIAL,18,1,5,5,4,5,2,1,2,1,1,2,CAMPO,ANALISIS,LIDERAZGO,CAPACIDAD DE SINTESIS,EMPRENDEDRO,ORGANIZADO,9.0,8.0,10.0,9.0,10.0,PERSONAL,1,1,0,57,70,49,MATEMATICAS,QUIMICA,FISICA,PROBABILIDAD,LITERATURA,9.0,10.0,8.0,9.0,10.0,NINGUNO,DIFERENTE,1,8,0,13,29
22,HOMBRE,INGENIERIA INDUSTRIAL,19,1,3,1,5,5,5,3,3,1,4,5,CAMPO,ORGANIZACION,INOVACION,PLANEACION,CONTROL,PRODUCCION,8.0,9.0,8.0,9.0,9.0,PERSONAL,1,38,69,84,29,70,FISICA,CALCULO,INGLES,QUIMICA,ESTADISTICA,9.0,8.0,10.0,8.0,8.0,NINGUNO,DIFERENTE,3,3,16,7,15
22,HOMBRE,INGENIERIA INDUSTRIAL,18,1,4,4,5,5,5,5,5,5,5,5,OTROS,CREATIVIDAD,CRITERIO,INOVACION,EMPATIA,LIDERAZGO,8.0,9.0,8.0,8.0,8.0,PERSONAL,3,2,49,63,18,5,MATEMATICAS,INGLES,NOINFO,NOINFO,NOINFO,8.0,9.0,0.0,0.0,0.0,NINGUNO,S/CARRERA,1,14,1,2,1
21,MUJER,INGENIERIA INDUSTRIAL,18,1,2,4,5,5,5,5,5,5,5,5,EXTRANJERO,CREATIVIDAD,VISUALIZAR A LARGO PLAZO,ANALISTA,RECTO,NOINFO,9.0,9.0,8.0,8.0,0.0,FAMILIARES,2,2,30,55,71,1,GEOMETRIA,HISTORIA DE MEXICO,FISICA,ALGEBRA,NOINFO,9.0,10.0,10.0,10.0,0.0,TV/MEDIOS IMPRESOS,S/CARRERA,12,62,0,5,1
21,HOMBRE,INGENIERIA INDUSTRIAL,19,1,3,2,5,1,4,1,1,1,5,3,OTROS,ETICA, CONOCIMIENTOS DE DIVERSAS AREAS DE LA INGENIERIA,CONTABILIDAD,ADMINISTRACION,LIDERAZGO,9.0,10.0,7.0,9.0,8.0,PERSONAL,3,79,58,47,43,5,MATEMATICAS,FISICA,QUIMICA,INFORMATICA,TEMAS SELECTOS DE MATE,10.0,10.0,8.0,10.0,10.0,NINGUNO,SIMILAR,1,2,2,9,62
23,HOMBRE,INGENIERIA EN COMPUTACION,17,0,4,4,1,1,1,4,5,1,1,4,CAMPO,RAZONAMIENTO,TRABAJO EN EQUIPO,AUTODIDACTA,RAZONAMIENTO,NOINFO,8.0,7.0,9.0,9.0,0.0,PERSONAL,1,9,19,41,10,1,COMPUTO,CALCULO,FISICA,MATEMATICAS,NOINFO,10.0,8.0,7.0,8.0,0.0,NINGUNO,S/CARRERA,31,3,0,6,1
23,HOMBRE,INGENIERIA EN COMPUTACION,18,0,4,4,4,4,3,3,3,4,1,3,CAMPO,EMPRENDER, CONOCIMIENTOS DE DIVERSAS AREAS DE LA INGENIERIA,RESOLVER PROBLEMAS,ANALISIS,NOINFO,8.0,8.0,9.0,8.0,0.0,PERSONAL,1,70,58,36,11,1,CALCULO,FISICA,COMPUTACION,ALGEBRA,NOINFO,8.0,8.0,9.0,10.0,0.0,TV/MEDIOS IMPRESOS,S/CARRERA,2,2,6,5,1
22,MUJER,INGENIERIA SISTEMAS BIOMEDICOS,19,30,5,5,5,1,2,1,1,1,2,2,OFICINAS,INTEGRAR CONCEPTOS,TRABAJO EN EQUIPO,ALTRUISMO,ENTENDIMIENTO,CONCEPTOS DE ELECTRONICA,9.0,8.0,9.0,10.0,9.0,PERSONAL,0,83,19,104,62,98,FISICA, BIOLOGIA,QUIMICA, ETICA,SALUD,9.0,10.0,10.0,10.0,10.0,CARRERA DE NUEVA,DIFERENTE,3,20,2,17,32
21,HOMBRE,INGENIERIA INDUSTRIAL,18,1,5,5,5,1,5,1,1,5,5,5,CAMPO,LIDERAZGO,DISIPLINA,PERSEVERANCIA,TRABAJO EN EQUIPO,ACTITUD,10.0,10.0,10.0,10.0,10.0,PERSONAL,1,3,53,31,2,72,MATEMATICAS,CALCULO,FISICA,ALGEBRA,NOINFO,10.0,9.0,9.0,9.0,0.0,TV/MEDIOS IMPRESOS,S/CARRERA,1,3,0,5,1
21,HOMBRE,INGENIERIA INDUSTRIAL,18,1,5,4,5,5,5,5,5,5,4,4,OTROS,DISIPLINA,LIDERAZGO,PERSEVERANCIA,HABILIDAD MATEMATICA,TOMA DE DESICIONES,9.0,7.0,10.0,8.0,7.0,PERSONAL,3,57,0,31,12,9,MATEMATICAS,TEMAS SELECTOS DE MAT,FISICA, ESTADISTICA,NOINFO,8.0,10.0,8.0,9.0,0.0,NINGUNO,DIFERENTE,1,66,0,18,1
25,HOMBRE,INGENIERIA EN COMPUTACION,16,0,5,5,5,5,5,5,5,1,5,5,CAMPO,CREATIVIDAD,CONSTANCIA,PENSAMIENTO CRTITICO,EFICACIA,INGLES,10.0,7.0,8.0,7.0,9.0,PERSONAL,1,2,22,109,65,26,ALGEBRA,FISICA,QUIMICA,ADMINISTRACION,FILOSOFIA,10.0,8.0,7.0,8.0,10.0,TV/MEDIOS IMPRESOS,DIFERENTE,5,2,2,14,11
22,MUJER,INGENIERIA EN COMPUTACION,17,0,4,4,3,1,1,1,1,1,1,1,CAMPO,RAZOCINEO,LOGICA,ENTENDIMIENTO,TRABAJO EN EQUIPO,INGLES,9.0,9.0,9.0,8.0,9.0,PERSONAL,1,78,5,58,2,26,CIBERNETICA,FISICA,MATEMATICAS,PROGRAMACION,LOGICA,10.0,9.0,10.0,8.0,8.0,NINGUNO,S/CARRERA,6,2,8,32,6
23,HOMBRE,INGENIERIA EN COMPUTACION,17,0,4,5,5,5,1,5,5,5,3,5,CAMPO,VISION,TRABAJO EN EQUIPO,LIDERAZGO,RAZONAMIENTO,LOGICA,8.0,10.0,8.0,7.0,9.0,PERSONAL,1,60,19,12,10,23,MATEMATICAS,FISICA,PROGRAMACION,QUIMICA,LOGICA,9.0,7.0,9.0,10.0,8.0,NINGUNO,DIFERENTE,1,2,4,7,6
23,HOMBRE,INGENIERIA EN COMPUTACION,17,0,3,4,5,5,4,5,5,3,4,4,CAMPO,SINTESIS,RAZONAMIENTO,LIDERAZGO,LOGICA,VISION,8.0,8.0,7.0,8.0,8.0,PERSONAL,1,28,12,12,1,40,CALCULO,ESTADISTICA,PROGRAMACION,LOGICA,FILOSOFIA,9.0,8.0,10.0,1.0,9.0,WEB / REDES SOC,S/CARRERA,2,12,4,10,11
22,HOMBRE,INGENIERIA EN COMPUTACION,17,0,3,2,4,2,1,5,5,1,1,1,CAMPO,RESOLVER PROBLEMAS,ABSRACION,ANALITICO,AUTODIDACTA,ORGANIZACION,7.0,7.0,8.0,8.0,7.0,PERSONAL,1,15,71,44,107,0,MATEMATICAS,FISICA,QUIMICA,INFORMATICA,LOGICA,8.0,6.0,9.0,9.0,10.0,WEB / REDES SOC,S/CARRERA,1,2,2,9,6
21,HOMBRE,INGENIERIA INDUSTRIAL,18,1,4,4,4,1,5,5,5,1,1,3,CAMPO,ANALITICO,LIDERAZGO,PRODUCTIVO,INOVACION,CREATIVIDAD,10.0,7.0,8.0,7.0,7.0,PERSONAL,1,17,0,98,55,4,CALCULO,ESTADISTICA,MATEMATICAS,LOGICA,LITERATURA,10.0,10.0,9.0,8.0,7.0,NINGUNO,S/CARRERA,2,12,8,10,29
21,MUJER,INGENIERIA INDUSTRIAL,16,1,5,5,5,4,3,1,1,4,4,4,CAMPO,DISENO,LOGISTICA,CREATIVIDAD,INNOVACION,PLANEACION,10.0,9.0,9.0,8.0,9.0,PERSONAL,1,31,61,4,21,47,MATEMATICAS,ESTADISTICA,QUIMICA,ALGEBRA,FILOSOFIA,9.0,7.0,8.0,9.0,10.0,NINGUNO,S/CARRERA,1,12,2,5,11
21,MUJER,INGENIERIA INDUSTRIAL,18,1,4,4,5,5,4,1,4,2,4,4,EXTRANJERO,LIDERAZGO,RAZONAMIENTO,CREATIVIDAD,LOGICA,RESPONSABILIDAD,4.0,4.0,3.0,4.0,4.0,PERSONAL,2,3,12,4,1,30,FISICA,MATEMATICAS,QUIMICA,ALGEBRA,CALCULO,1.0,9.0,9.0,9.0,8.0,NINGUNO,S/CARRERA,3,1,2,5,4
20,MUJER,INGENIERIA INDUSTRIAL,17,1,5,5,5,1,1,1,1,1,1,2,EXTRANJERO,LIDERAZGO,CREATIVIDAD,EMPRENDIMIENTO,TRABAJO EN EQUIPO,ETICA,7.0,6.0,7.0,9.0,10.0,PERSONAL,2,3,2,30,2,81,CALCULO,ESTADISTICA,FISICA,ALGEBRA,QUIMICA,10.0,10.0,8.0,9.0,9.0,NINGUNO,S/CARRERA,2,12,0,5,8
21,MUJER,INGENIERIA INDUSTRIAL,17,1,4,5,5,5,3,5,3,3,4,4,EXTRANJERO,EFICIENCIA, CONOCIMIENTOS DE DIVERSAS AREAS DE LA INGENIERIA,ANALITICO,HABLAR EN PUBLICO,LIDERAZGO,9.0,9.0,9.0,10.0,10.0,PERSONAL,2,68,58,44,46,5,CALCULO,FISICA,QUIMICA,DISENO AMBIENTAL,EXPRESION GRAFICA,8.0,9.0,9.0,9.0,10.0,WEB / REDES SOC,S/CARRERA,2,2,2,74,21
23,HOMBRE,INGENIERIA ELECTRICA ELECTRONICA,17,2,5,5,4,4,3,3,5,4,4,4,EXTRANJERO,ABSTRACION,PENSAMIENTO CRITICO,HABILIDAD NUMERICA,IDIOMAS,COMPRENSION,8.0,8.0,8.0,5.0,7.0,PERSONAL,2,65,99,107,60,20,CALCULO,GEOMETRIA,PROGRAMACION,ALGEBRA,INGLES,9.0,8.0,8.0,8.0,5.0,NINGUNO,S/CARRERA,2,19,4,5,0
22,MUJER,INGENIERIA PETROLERA,18,6,4,4,5,5,1,5,4,3,5,5,EXTRANJERO,LIDERAZGO,TOMA DE DECISIONES,HABILIDAD PARA MATEMATICAS,VISUALIZAR ESPACIO Y TRABAJAR EN UN AMBIENTE DIFERENTE,NOINFO,9.0,8.0,9.0,10.0,7.0,PERSONAL,2,3,20,3,119,1,CALCULO DIFERENCIAL E INTEGRAL, ALGEBRA,GEOMETRIA ANALITICA, TEMAS SELECTOS DE MATEMATICAS Y QUIMICA,NOINFO,10.0,8.0,10.0,10.0,9.0,WEB / REDES SOC,S/CARRERA,52,16,31,80,1
26,MUJER,INGENIERIA EN COMPUTACION,15,0,4,4,5,5,3,3,2,2,4,4,CAMPO,LIDERAZGO,ANALISIS,TRABAJO EN EQUIPO,RAZONAMIENTO,LOGICA,8.0,8.0,7.0,9.0,8.0,PERSONAL,1,3,7,8,10,23,CALCULO DIFERENCIAL E INTEGRAL,CIBERNETICA,FISICA,ADMINISTRACION,NOINFO,6.0,9.0,7.0,9.0,0.0,TV/MEDIOS IMPRESOS,DIFERENTE,52,9,0,14,1
20,MUJER,CONTADURIA,17,18,4,5,5,5,5,5,1,1,1,2,CAMPO,HABILIDAD MATEMATICA,DISCIPLINA,RAZONAMIENTO,TOMA DE DECISIONES,COMUNICACION,10.0,8.0,9.0,8.0,7.0,PERSONAL,1,45,25,21,4,27,ADMINISTRACION Y CONTABILIDAD,MATEMATICAS, DERECHO, PROBLEMAS SOCIALES POLITICOS Y ECONOMICOS DE MEXICO, GEOGRAFIA ECONOMICA,10.0,8.0,8.0,10.0,10.0,NINGUNO,MISMA,14,1,15,88,35
26,HOMBRE,INGENIERIA MECATRONICA,18,4,1,2,1,1,1,1,1,1,4,4,EXTRANJERO,MATEMATICAS,LOGICA,IDIOMAS,TRABAJO EN EQUIPO,NOINFO,7.0,0.0,0.0,0.0,0.0,FAMILIARES,2,5,5,33,2,1,TEMAS SELECTOS DE MATEMATICAS,NOINFO,NOINFO,NOINFO,NOINFO,10.0,0.0,0.0,0.0,0.0,NINGUNO,DIFERENTE,39,4,1,2,1
24,MUJER,CONTADURIA,18,18,2,4,5,1,5,5,5,4,1,4,CAMPO,TRABAJO EN EQUIPO,LIDERAZGO,TOMA DE DECISIONES,RAZONAMIENTO LOGICO Y SER SOCIABLE,NOINFO,9.0,7.0,7.0,7.0,8.0,PERSONAL,1,6,0,42,33,1,PROBABIBLIDAD Y ESTADISTICA, LENGUAJE Y COMUNICACION,ADMISTRACION,ECONOMIA,LENGUA EXTRANJERA,9.0,9.0,9.0,8.0,10.0,NINGUNO,MISMA,50,79,35,24,39
22,MUJER,INGENIERIA INDUSTRIAL,17,1,5,5,4,5,5,1,1,1,1,1,OFICINAS,PROACTIVIDAD,NOINFO,NOINFO,NOINFO,NOINFO,9.0,7.0,9.0,6.0,9.0,PERSONAL,0,39,3,1,0,1,ESTADISTICA Y PROBABILIDAD,NOINFO,NOINFO,NOINFO,NOINFO,8.0,8.0,8.0,9.0,8.0,NINGUNO,S/CARRERA,51,4,1,2,1
24,HOMBRE,INGENIERIA EN COMPUTACION,16,0,5,5,5,5,1,1,4,1,4,4,CAMPO,INGENIO,ABSTRACTO,AUTODIDACTA,PACIENCIA,INGLES,10.0,10.0,9.0,8.0,9.0,PERSONAL,1,13,36,41,15,26,CIBERNETICA Y COMPUTACION, PROBABILIDAD Y ESTADISTICA, CALCULO DIFERENCIAL, CALCULO INTEGRAL,COMPUTACION,10.0,10.0,9.0,9.0,10.0,TV/MEDIOS IMPRESOS,S/CARRERA,45,80,64,57,2
